mode,question_id,question,question_type,rank_of_correct_url,generated_answer,latency_sec,entity_coverage,hallucinated,confidence,correct,error_type,judge_accuracy,judge_completeness,judge_relevance,judge_coherence,judge_explanation
hybrid,28,"Based on the article 'Kaddish', what is the primary definition or role described?",factual,1,"the magnification and sanctification of God's name. In the liturgy, different versions",26.451,0.0,1,1.0,1,generation_failure,,,,,
hybrid,29,"Based on the article 'List of national legal systems', what is the primary definition or role described?",factual,2,"I cannot answer this from the provided context. Jurisprudence, also known as theory of law or philosophy",23.095,1.0,0,0.5,1,success,,,,,
hybrid,30,Compare the focus of Biography with that of Team learning. How do they differ?,comparative,3,"I cannot answer this from the provided context. Team learning is the collaborative effort to achieve a common goal through dialogue and discussion, conflicts and defensive routine",28.397,1.0,0,0.333,1,success,,,,,
hybrid,31,Compare the focus of Geophysics with that of Temporary capital. How do they differ?,comparative,1,"I cannot answer this from the provided context. It focuses primarily on Earth’s shape and its gravitational,",24.084,1.0,0,1.0,1,success,,,,,
hybrid,32,Compare the focus of Ancient Greek mathematics with that of Preoperative care. How do they differ?,comparative,1,I cannot answer this from the provided context. Ancient Greek mathematics refers to the history of mathematical ideas and texts in Ancient,23.18,0.0,1,1.0,1,generation_failure,,,,,
hybrid,33,Compare the focus of Computer network with that of Digital signal processing. How do they differ?,comparative,1,I cannot answer this from the provided context. Computer communication concerns the exchange of data between computers and similar devices. For,21.631,0.0,1,1.0,1,generation_failure,,,,,
hybrid,34,Compare the focus of Oklahoma City Thunder with that of Jupiter. How do they differ?,comparative,1,I cannot answer this from the provided context. These electrical discharges can be up to a thousand times as powerful as lightning on Earth,27.112,0.0,1,1.0,1,context_failure,,,,,
hybrid,35,Compare the focus of Lace with that of Workforce. How do they differ?,comparative,2,"I cannot answer this from the provided context. Lace is a delicate fabric made of yarn or thread in an open weblike pattern,",27.154,0.0,1,0.5,1,generation_failure,,,,,
hybrid,36,Compare the focus of Algorithm with that of Behavior. How do they differ?,comparative,1,I cannot answer this from the provided context. Algorithm design is a method or mathematical process for problem-solving,24.468,0.2,1,1.0,1,generation_failure,,,,,
hybrid,37,Compare the focus of Energy storage with that of Kirkhill Astronomical Pillar. How do they differ?,comparative,1,I cannot answer this from the provided context. Kirkhill Astronomical Pillar focuses on astronomical observations.,24.504,0.0,1,1.0,1,generation_failure,,,,,
hybrid,38,Compare the focus of Laburnum with that of General relativity. How do they differ?,comparative,1,I cannot answer this from the provided context. While general relativity replaces the scalar gravitational potential of classical,26.024,0.0,1,1.0,1,context_failure,,,,,
hybrid,39,Compare the focus of Calculus with that of Biochemistry. How do they differ?,comparative,1,"I cannot answer this from the provided context. Biochemistry focuses on the structure and function of organic molecules, while Calculus concentrates on continuous change.",28.386,0.0,1,1.0,1,generation_failure,,,,,
hybrid,40,Compare the focus of Kakie with that of Lowest bridging point. How do they differ?,comparative,1,"I cannot answer this from the provided context. Unlike other Far East styles of Judo, Mongolian",24.765,0.0,1,1.0,1,context_failure,,,,,
hybrid,41,Compare the focus of Outline of India with that of Socratic questioning. How do they differ?,comparative,1,I cannot answer this from the provided context. Socratic questioning focuses on discovering answers by asking questions of,25.753,0.0,1,1.0,1,context_failure,,,,,
hybrid,42,Compare the focus of Social Science One with that of Biology. How do they differ?,comparative,0,I cannot answer this from the provided context. It is an interdisciplinary area of academic study that examines humans through the influences,25.362,0.0,1,0.0,0,retrieval_failure,,,,,
hybrid,43,Compare the focus of Digital electronics with that of Glassblowing. How do they differ?,comparative,1,I cannot answer this from the provided context. It deals with the relationship between binary inputs and outputs by passing electrical,24.866,0.0,1,1.0,1,generation_failure,,,,,
hybrid,44,Compare the focus of Dancing Hot Dog with that of Indoor practice facility. How do they differ?,comparative,1,I cannot answer this from the provided context. The Dancing Hot Dog is the name often used to refer to,24.199,0.333,0,1.0,1,success,,,,,
hybrid,45,"Given the details about Energy transformation, what can be inferred about its impact on its respective field?",inferential,1,"I cannot answer this from the provided context. In physics, energy is a quantity that provides the capacity to perform work.",25.36,0.0,1,1.0,1,generation_failure,,,,,
hybrid,46,"Given the details about Catalysis, what can be inferred about its impact on its respective field?",inferential,1,"I cannot answer this from the provided context. This idea that climate controls which populations excel depending on their climate, or climatic",26.225,0.0,1,1.0,1,generation_failure,,,,,
hybrid,47,"Given the details about Biodiversity, what can be inferred about its impact on its respective field?",inferential,1,I cannot answer this from the provided context. Climate change is an important driver of global biodiversity loss because of its impacts,23.101,0.0,1,1.0,1,generation_failure,,,,,
hybrid,48,"Given the details about Vulcan (hypothetical planet), what can be inferred about its impact on its respective field?",inferential,1,"I cannot answer this from the provided context. This idea that climate controls which populations excel depending on their climate, or climatic determinis",27.605,0.0,1,1.0,1,generation_failure,,,,,
hybrid,49,"Given the details about Football, what can be inferred about its impact on its respective field?",inferential,3,I cannot answer this from the provided context. These observations may have important public health implications Anterior cruciate ligaments,23.922,0.0,1,0.333,1,generation_failure,,,,,
hybrid,50,"Given the details about Intermodulation, what can be inferred about its impact on its respective field?",inferential,1,"I cannot answer this from the provided context. This idea that climate controls which populations excel depending on their climate, or climatic",25.229,0.0,1,1.0,1,generation_failure,,,,,
hybrid,51,"Given the details about Gene, what can be inferred about its impact on its respective field?",inferential,5,I cannot answer this from the provided context. There are two types of molecular genes: protein-coding genes,23.918,0.0,1,0.2,1,generation_failure,,,,,
hybrid,52,"Given the details about Epistemology, what can be inferred about its impact on its respective field?",inferential,1,"I cannot answer this from the provided context. Also called the theory of knowledge, it explores different types of information.",24.242,1.0,0,1.0,1,success,,,,,
hybrid,53,"Given the details about Milwaukee Bucks, what can be inferred about its impact on its respective field?",inferential,1,I cannot answer this from the provided context. Their 26-game improvement was the second-highest in franchis,23.336,0.0,1,1.0,1,generation_failure,,,,,
hybrid,54,"Given the details about Gemology, what can be inferred about its impact on its respective field?",inferential,1,I cannot answer this from the provided context. Some jewelers (and many non-jewelers are academically trained gemologists,25.385,0.0,1,1.0,1,generation_failure,,,,,
hybrid,55,"Using information from both Flow, my tears and Co-construction (learning), identify a common thread or potential intersection between these two topics.",multi-hop,1,I cannot answer this from the provided context. Wikipedia could also be classified and stored differently by special collections or archives. Manuscript,25.307,1.0,0,1.0,1,context_failure,,,,,
hybrid,56,"Using information from both Flow, my tears and Poetry, identify a common thread or potential intersection between these two topics.",multi-hop,1,"I cannot answer this from the provided context. There are, however, traditions, such as Biblical poetry and alliterative",24.592,0.0,1,1.0,1,context_failure,,,,,
hybrid,57,"Using information from both Epistemology and Culture, identify a common thread or potential intersection between these two topics.",multi-hop,1,"I cannot answer this from the provided context. It also intersects with fields such as decision theory, education,",23.042,0.0,1,1.0,1,generation_failure,,,,,
hybrid,58,"Using information from both Differential equation and Clothing in ancient Egypt, identify a common thread or potential intersection between these two topics.",multi-hop,1,"I cannot answer this from the provided context. The pharaohs would often wear animal skins, usually leopard or lion,",29.518,0.0,1,1.0,1,context_failure,,,,,
hybrid,59,"Using information from both Biochemistry and Publishing, identify a common thread or potential intersection between these two topics.",multi-hop,1,"I cannot answer this from the provided context. Biochemistry, or biological chemistry (distinct from chemical biology), is",25.406,0.0,1,1.0,1,generation_failure,,,,,
hybrid,60,"Using information from both Metropolitan area and Integer programming, identify a common thread or potential intersection between these two topics.",multi-hop,1,"I cannot answer this from the provided context. These problems involve service and vehicle s. A possible objective is to maximize the total production, without exceeding the available resources",30.551,0.0,1,1.0,1,generation_failure,,,,,
hybrid,61,"Using information from both City marketing and Geothermal energy, identify a common thread or potential intersection between these two topics.",multi-hop,1,I cannot answer this from the provided context. Geothermal energy has been exploited as a source of heat,27.03,0.0,1,1.0,1,context_failure,,,,,
hybrid,62,"Using information from both Data mining and Minnesota Timberwolves, identify a common thread or potential intersection between these two topics.",multi-hop,2,I cannot answer this from the provided context. Data mining is an interdisciplinary subfield of computer science and statistics with an overall goal,30.407,0.0,1,0.5,1,generation_failure,,,,,
hybrid,63,"Using information from both Kaiser and Immunotherapy, identify a common thread or potential intersection between these two topics.",multi-hop,3,I cannot answer this from the provided context. The use of immune system components or antigens to treat a disease or disorder,29.357,1.0,0,0.333,1,context_failure,,,,,
hybrid,64,"Using information from both Insular biogeography and Exercise, identify a common thread or potential intersection between these two topics.",multi-hop,1,I cannot answer this from the provided context. The theory was originally developed to explain the pattern of the species–area relationship,26.52,0.0,1,1.0,1,generation_failure,,,,,
hybrid,65,"Using information from both Planetary Science Institute and Data mining, identify a common thread or potential intersection between these two topics.",multi-hop,4,I cannot answer this from the provided context. Data mining is an interdisciplinary subfield of computer science and statistics with an overall goal of extracting informat,31.16,0.0,1,0.25,1,context_failure,,,,,
hybrid,66,"Using information from both Geothermal energy and Infrared astronomy, identify a common thread or potential intersection between these two topics.",multi-hop,4,"I cannot answer this from the provided context. It focuses primarily on Earth’s shape and its gravitational, magnetic, and electromagnetic fields.",32.824,1.0,0,0.25,1,success,,,,,
hybrid,67,"Using information from both Experimental psychology and Valley of Flowers National Park, identify a common thread or potential intersection between these two topics.",multi-hop,12,"I cannot answer this from the provided context. There are pitfalls, however, in generalizing findings from animal studies to humans.",27.192,0.0,1,0.083,1,context_failure,,,,,
hybrid,68,"Using information from both Philosophy and History of mathematics, identify a common thread or potential intersection between these two topics.",multi-hop,6,I cannot answer this from the provided context. Mathematicians extended their analysis into geopolitics. Peter Turchin,25.41,0.0,1,0.167,1,context_failure,,,,,
hybrid,69,"Using information from both Instagram face and Instructional design, identify a common thread or potential intersection between these two topics.",multi-hop,4,I cannot answer this from the provided context. It would implement new features designed to reduce harassment and negative comments on the service.,25.802,0.0,1,0.25,1,generation_failure,,,,,
hybrid,70,Tell me more about the 'various factors' involved in Electronic health record (Germany).,ambiguous,1,"I cannot answer this from the provided context. The work of epidemiologists ranges from outbreak investigation to study design, data collection, and analysis",26.63,1.0,0,1.0,1,success,,,,,
hybrid,71,Tell me more about the 'various factors' involved in Dermatology.,ambiguous,1,"I cannot answer this from the provided context. Environmental factors, such as allergens and pollutants, also affects skin health. Studies",27.064,1.0,0,1.0,1,success,,,,,
hybrid,72,Tell me more about the 'various factors' involved in Geography.,ambiguous,1,"I cannot answer this from the provided context. These branches use similar geographic philosophies, concepts, and tools and often overlap significantly, so geographers rarely focus on just one as their primary focus.",36.047,1.0,0,1.0,1,success,,,,,
hybrid,73,Tell me more about the 'various factors' involved in Human behavior.,ambiguous,1,"I cannot answer this from the provided context. Its subject matter includes the behavior of humans and non-humans, both conscious and unconscious phenomena, and mental processes such as thoughts, feelings and motives.",36.756,1.0,0,1.0,1,success,,,,,
hybrid,74,Tell me more about the 'various factors' involved in Football (ball).,ambiguous,5,I cannot answer this from the provided context. Football is a family of team sports in which the object is to get the ball over the goal line,28.428,1.0,0,0.2,1,context_failure,,,,,
hybrid,75,Tell me more about the 'various factors' involved in Jurisdiction.,ambiguous,1,I cannot answer this from the provided context. Jurisdiction is rarely claimed to be complete: rather it is limited for example,26.475,1.0,0,1.0,1,success,,,,,
hybrid,76,Tell me more about the 'various factors' involved in Boston Celtics.,ambiguous,1,I cannot answer this from the provided context because there's not enough information to answer the question.,25.375,1.0,0,1.0,1,success,,,,,
hybrid,77,Tell me more about the 'various factors' involved in Biophysics.,ambiguous,1,I cannot answer this from the provided context. Nor does each subject of study belong exclusively to any particular department.,24.992,1.0,0,1.0,1,success,,,,,
hybrid,78,Tell me more about the 'various factors' involved in Fluid dynamics.,ambiguous,3,I cannot answer this from the provided context. Non-Newtonian fluids have a more complicated fluid property.,25.456,1.0,0,0.333,1,success,,,,,
hybrid,79,Tell me more about the 'various factors' involved in History of mathematics.,ambiguous,8,"I cannot answer this from the provided context. Since its beginning, mathematics was primarily divided into geometry and arithmetics (the manipulation of natural numbers and",30.822,1.0,0,0.125,1,context_failure,,,,,
hybrid,80,Which modern criticisms of Gene are NOT addressed in the text?,negated,5,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions,26.999,0.0,1,0.2,1,generation_failure,,,,,
hybrid,81,Which modern criticisms of Folklore are NOT addressed in the text?,negated,1,I cannot answer this from the provided context. It can also be used externally to differentiate the group from outsiders.,25.5,0.0,1,1.0,1,generation_failure,,,,,
hybrid,82,Which modern criticisms of Ichthyology are NOT addressed in the text?,negated,1,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perception,25.874,1.0,0,1.0,1,success,,,,,
hybrid,83,Which modern criticisms of Communication are NOT addressed in the text?,negated,1,"I cannot answer this from the provided context. Health communication concerns how healthcare providers, like doctors and nurses, should communicate with",24.076,1.0,0,1.0,1,success,,,,,
hybrid,84,Which modern criticisms of Ballistics are NOT addressed in the text?,negated,1,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions,25.447,0.0,1,1.0,1,generation_failure,,,,,
hybrid,85,Which modern criticisms of Ionosphere are NOT addressed in the text?,negated,1,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions,24.755,1.0,0,1.0,1,success,,,,,
hybrid,86,Which modern criticisms of Social media marketing are NOT addressed in the text?,negated,1,"I cannot answer this from the provided context. The use of customer influencers, such as popular bloggers can be an efficient and cost-effective method to launch",28.061,0.0,1,1.0,1,generation_failure,,,,,
hybrid,87,Which modern criticisms of Co-construction (learning) are NOT addressed in the text?,negated,1,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions,23.244,1.0,0,1.0,1,success,,,,,
hybrid,88,Which modern criticisms of Hobohemia are NOT addressed in the text?,negated,3,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions of gender,25.535,0.0,1,0.333,1,generation_failure,,,,,
hybrid,89,Which modern criticisms of Irrigation are NOT addressed in the text?,negated,1,"I cannot answer this from the provided context. Irrigation water can come from groundwater (extracted from springs or by using wells), from surface water (withdrawn from rivers, lakes or reservoirs) or from non-conventional sources",39.172,1.0,0,1.0,1,success,,,,,
hybrid,90,Can you explain the concept of C40 Cities Climate Leadership Group in your own words?,paraphrased_adversarial,1,"I cannot answer this from the provided context. Created and led by cities, C40 is focused on fighting the climate crisis and driving urban",25.624,0.026,1,1.0,1,generation_failure,,,,,
hybrid,91,Can you explain the concept of Instagram in your own words?,paraphrased_adversarial,1,"I cannot answer this from the provided context. It allows users to upload media that can be edited with filters, be organized by hashtags",25.712,0.0,1,1.0,1,generation_failure,,,,,
hybrid,92,How would you describe Epistemology to someone who has never heard of it?,paraphrased_adversarial,1,"I cannot answer this from the provided context. Epistemology is the branch of philosophy that examines the nature, origin, and limits of knowledge.",27.007,0.0,1,1.0,1,generation_failure,,,,,
hybrid,93,Explain the meaning of Kaiserslautern based on the provided text.,paraphrased_adversarial,1,I cannot answer this from the provided context. Kaiserslautern (German pronunciation: [kazslatn],29.502,0.0,1,1.0,1,generation_failure,,,,,
hybrid,94,Provide a brief overview of what Biomedical engineering entails.,paraphrased_adversarial,1,"The application of engineering principles and design concepts to medicine and biology for healthcare applications (e.g., diagnostic or therapeutic purposes).",23.742,0.0,1,1.0,1,generation_failure,,,,,
hybrid,95,Describe the nature of Lacertidae using the available information.,paraphrased_adversarial,1,I cannot answer this from the provided context. They represent the dominant group of reptiles found in Afro-Eurasia,26.42,0.04,1,1.0,1,generation_failure,,,,,
hybrid,96,What is meant by the phrase 'Instagram husband'?,paraphrased_adversarial,1,"An unacknowledged photographer who composes social media posts for someone else, usually a romantic partner.",22.753,0.0,1,1.0,1,generation_failure,,,,,
hybrid,97,How would you describe Criticism of Facebook to someone who has never heard of it?,paraphrased_adversarial,3,I cannot answer this from the provided context. It's been the subject of criticism since it was founded in 2004,22.534,0.0,1,0.333,1,generation_failure,,,,,
hybrid,98,Give me a summary of the information regarding Politics.,paraphrased_adversarial,3,I cannot answer this from the provided context. The branch of social science that studies politics and government is referred to as political science. Polit,25.903,1.0,0,0.333,1,success,,,,,
hybrid,99,Describe the nature of Lace using the available information.,paraphrased_adversarial,1,"I cannot answer this from the provided context. Lace is a delicate fabric made of yarn or thread in an open weblike pattern, made by machine",27.939,0.0,1,1.0,1,generation_failure,,,,,
hybrid,100,"What is the secret, unpublished password for the Religion system?",unanswerable,2,"I cannot answer this from the provided context. One modern academic theory of religion, social constructionism, says",25.836,1.0,0,0.5,1,success,,,,,
hybrid,101,On what exact date will Vocal learning be officially discontinued in the year 2099?,unanswerable,1,I cannot answer this from the provided context. It will be officially discontinued in the year 2099 on 24 February.,24.149,1.0,0,1.0,1,success,,,,,
hybrid,102,Which specific individual wrote the 4th sentence of the Chemical industry Wikipedia entry?,unanswerable,0,"I cannot answer this from the provided context. Kathryn Hughes, professor of life writing at the University",22.509,1.0,1,0.0,0,retrieval_failure,,,,,
hybrid,103,What is the GPS coordinate of the exact center of Facebook Graph Search?,unanswerable,1,I cannot answer this from the provided context. If the reference z axis of the coordinate system adopted is aligned along the Earth's symmetry,26.447,1.0,0,1.0,1,success,,,,,
hybrid,104,Which specific individual wrote the 4th sentence of the Indoor practice facility Wikipedia entry?,unanswerable,1,"I cannot answer this from the provided context. ""said Tretikov would address tha with the color scheme",22.649,1.0,0,1.0,1,success,,,,,
hybrid,105,Which specific individual wrote the 4th sentence of the Borgia Apartments Wikipedia entry?,unanswerable,1,I cannot answer this from the provided context. The Room of the Pontiffs was erected before a,24.086,1.0,0,1.0,1,success,,,,,
hybrid,106,What is the GPS coordinate of the exact center of Kalanit?,unanswerable,2,"I cannot answer this from the provided context. It's located between Tiberias and Karmiel, next to Maghar.",26.772,1.0,0,0.5,1,success,,,,,
hybrid,107,"What is the secret, unpublished password for the Labyrinthitis system?",unanswerable,8,I cannot answer this from the provided context. Only sender and receiver can read messages. Operating systems use encryption to keep passwords secret,24.525,1.0,0,0.125,1,context_failure,,,,,
hybrid,108,"What is the secret, unpublished password for the Spontaneous recovery system?",unanswerable,3,I cannot answer this from the provided context. Spontaneous recovery refers to the re-emergence of a previously extinguished conditioned response after,28.656,1.0,0,0.333,1,success,,,,,
hybrid,109,Which specific individual wrote the 4th sentence of the Statistics Wikipedia entry?,unanswerable,1,I cannot answer this from the provided context. It's written by Jimmy Wales. He is a Business Insider editor and journalist,25.118,1.0,0,1.0,1,success,,,,,
